Year,Month,Day,location,WindSpeed9am,Humidity9am,State
2013,1,14,Wellington,13,55,VIC
2013,1,15,Wellington,9,72,VIC
2013,1,16,Wellington,9,72,VIC
2013,1,17,Wellington,20,71,VIC
2013,1,18,Wellington,11,81,VIC
2013,1,19,Wellington,13,63,VIC
2013,1,20,Wellington,9,57,VIC
2013,1,21,Wellington,7,77,VIC
2013,1,22,Wellington,11,72,VIC
2013,1,23,Wellington,19,55,VIC
2013,1,24,Wellington,22,58,VIC
2013,1,25,Wellington,9,56,VIC
2013,1,26,Wellington,6,66,VIC
2013,1,27,Wellington,20,90,VIC
2013,1,28,Wellington,17,77,VIC
2013,1,29,Wellington,24,63,VIC
2013,1,30,Wellington,13,49,VIC
2013,1,31,Wellington,11,66,VIC
2013,3,1,Wellington,22,67,VIC
2013,3,2,Wellington,9,72,VIC
2013,3,3,Wellington,17,76,VIC
2013,3,4,Wellington,6,99,VIC
2013,3,5,Wellington,6,98,VIC
2013,3,6,Wellington,11,78,VIC
2013,3,7,Wellington,9,62,VIC
2013,3,8,Wellington,0,85,VIC
2013,3,9,Wellington,6,96,VIC
2013,3,10,Wellington,7,77,VIC
2013,3,11,Wellington,0,98,VIC
2013,3,12,Wellington,4,96,VIC
2013,3,13,Wellington,9,54,VIC
2013,3,14,Wellington,9,72,VIC
2013,3,15,Wellington,9,86,VIC
2013,3,16,Wellington,0,86,VIC
2013,3,17,Wellington,20,82,VIC
2013,3,18,Wellington,20,79,VIC
2013,3,19,Wellington,9,82,VIC
2013,3,20,Wellington,7,88,VIC
2013,3,21,Wellington,33,48,VIC
2013,3,22,Wellington,9,71,VIC
2013,3,23,Wellington,13,71,VIC
2013,3,24,Wellington,6,71,VIC
2013,3,25,Wellington,6,87,VIC
2013,3,26,Wellington,11,85,VIC
2013,3,27,Wellington,9,85,VIC
2013,3,28,Wellington,7,96,VIC
2013,3,29,Wellington,19,76,VIC
2013,3,30,Wellington,11,81,VIC
2013,3,31,Wellington,13,77,VIC
2013,4,1,Wellington,13,85,VIC
2013,4,2,Wellington,20,73,VIC
2013,4,3,Wellington,9,78,VIC
2013,4,4,Wellington,13,79,VIC
2013,4,5,Wellington,9,95,VIC
2013,4,6,Wellington,4,99,VIC
2013,4,7,Wellington,9,88,VIC
2013,4,8,Wellington,NA,91,VIC
2013,4,9,Wellington,4,91,VIC
2013,4,10,Wellington,13,94,VIC
2013,4,11,Wellington,7,85,VIC
2013,4,12,Wellington,6,81,VIC
2013,4,13,Wellington,4,71,VIC
2013,4,14,Wellington,9,80,VIC
2013,4,15,Wellington,17,87,VIC
2013,4,16,Wellington,11,89,VIC
2013,4,17,Wellington,7,92,VIC
2013,4,18,Wellington,20,77,VIC
2013,4,19,Wellington,19,85,VIC
2013,4,20,Wellington,19,91,VIC
2013,4,21,Wellington,0,87,VIC
2013,4,22,Wellington,13,67,VIC
2013,4,23,Wellington,24,80,VIC
2013,4,24,Wellington,9,82,VIC
2013,4,25,Wellington,6,76,VIC
2013,4,26,Wellington,19,74,VIC
2013,4,27,Wellington,11,71,VIC
2013,4,28,Wellington,20,51,VIC
2013,4,29,Wellington,11,77,VIC
2013,4,30,Wellington,7,89,VIC
2013,5,1,Wellington,11,93,VIC
2013,5,2,Wellington,20,75,VIC
2013,5,3,Wellington,W,22,VIC
2013,5,4,Wellington,20,61,VIC
2013,5,5,Wellington,13,75,VIC
2013,5,6,Wellington,6,86,VIC
2013,5,7,Wellington,7,97,VIC
2013,5,8,Wellington,9,82,VIC
2013,5,9,Wellington,9,86,VIC
2013,5,10,Wellington,7,96,VIC
2013,5,11,Wellington,9,100,VIC
2013,5,12,Wellington,4,95,VIC
2013,5,13,Wellington,7,93,VIC
2013,5,14,Wellington,7,59,VIC
2013,5,15,Wellington,9,69,VIC
2013,5,16,Wellington,30,62,VIC
2013,5,17,Wellington,26,84,VIC
2013,5,18,Wellington,20,79,VIC
2013,5,19,Wellington,20,82,VIC
2013,5,20,Wellington,9,91,VIC
2013,5,21,Wellington,22,82,VIC
2013,5,22,Wellington,6,99,VIC
2013,5,23,Wellington,11,94,VIC
2013,5,24,Wellington,7,97,VIC
2013,5,25,Wellington,13,83,VIC
2013,5,26,Wellington,15,75,VIC
2013,5,27,Wellington,13,90,VIC
2013,5,28,Wellington,9,95,VIC
2013,5,29,Wellington,9,91,VIC
2013,5,30,Wellington,11,86,VIC
2013,5,31,Wellington,11,99,VIC
2013,6,1,Wellington,11,99,VIC
2013,6,2,Wellington,24,97,VIC
2013,6,3,Wellington,24,96,VIC
2013,6,4,Wellington,13,82,VIC
2013,6,5,Wellington,0,97,VIC
2013,6,6,Wellington,7,89,VIC
2013,6,7,Wellington,17,91,VIC
2013,6,8,Wellington,9,78,VIC
2013,6,9,Wellington,NNE,6,VIC
2013,6,10,Wellington,9,88,VIC
2013,6,11,Wellington,11,81,VIC
2013,6,12,Wellington,6,99,VIC
2013,6,13,Wellington,15,96,VIC
2013,6,14,Wellington,24,90,VIC
2013,6,15,Wellington,17,90,VIC
2013,6,16,Wellington,11,90,VIC
2013,6,17,Wellington,13,96,VIC
2013,6,18,Wellington,13,NA,VIC
2013,6,19,Wellington,13,91,VIC
2013,6,20,Wellington,7,97,VIC
2013,6,21,Wellington,7,88,VIC
2013,6,22,Wellington,E,15,VIC
2013,6,23,Wellington,E,13,VIC
2013,6,24,Wellington,6,97,VIC
2013,6,25,Wellington,7,80,VIC
2013,6,26,Wellington,7,97,VIC
2013,6,27,Wellington,9,93,VIC
2013,6,28,Wellington,7,92,VIC
2013,6,29,Wellington,17,92,VIC
2013,6,30,Wellington,15,92,VIC
2013,7,1,Wellington,0,97,VIC
2013,7,2,Wellington,4,86,VIC
2013,7,3,Wellington,11,78,VIC
2013,7,4,Wellington,19,52,VIC
2013,7,5,Wellington,43,45,VIC
2013,7,6,Wellington,26,58,VIC
2013,7,7,Wellington,7,90,VIC
2013,7,8,Wellington,17,83,VIC
2013,7,9,Wellington,11,87,VIC
2013,7,10,Wellington,ESE,6,VIC
2013,7,11,Wellington,WNW,2,VIC
2013,7,12,Wellington,11,92,VIC
2013,7,13,Wellington,11,97,VIC
2013,7,14,Wellington,6,95,VIC
2013,7,15,Wellington,9,97,VIC
2013,7,16,Wellington,7,86,VIC
2013,7,17,Wellington,7,96,VIC
2013,7,18,Wellington,0,100,VIC
2013,7,19,Wellington,19,61,VIC
2013,7,20,Wellington,7,91,VIC
2013,7,21,Wellington,24,73,VIC
2013,7,22,Wellington,13,76,VIC
2013,7,23,Wellington,19,92,VIC
2013,7,24,Wellington,11,86,VIC
2013,7,25,Wellington,WNW,9,VIC
2013,7,26,Wellington,7,74,VIC
2013,7,27,Wellington,E,13,VIC
2013,7,28,Wellington,0,95,VIC
2013,7,29,Wellington,4,80,VIC
2013,7,30,Wellington,15,90,VIC
2013,7,31,Wellington,9,91,VIC
2013,8,1,Wellington,9,97,VIC
2013,8,2,Wellington,6,97,VIC
2013,8,3,Wellington,9,61,VIC
2013,8,4,Wellington,28,63,VIC
2013,8,5,Wellington,24,61,VIC
2013,8,6,Wellington,41,61,VIC
2013,8,7,Wellington,9,79,VIC
2013,8,8,Wellington,20,90,VIC
2013,8,9,Wellington,7,85,VIC
2013,8,10,Wellington,41,63,VIC
2013,8,11,Wellington,7,71,VIC
2013,8,12,Wellington,24,69,VIC
2013,8,13,Wellington,26,61,VIC
2013,8,14,Wellington,43,45,VIC
2013,8,15,Wellington,13,85,VIC
2013,8,16,Wellington,N,22,VIC
2013,8,17,Wellington,15,59,VIC
2013,8,18,Wellington,43,47,VIC
2013,8,19,Wellington,26,62,VIC
2013,8,20,Wellington,31,77,VIC
2013,8,21,Wellington,20,79,VIC
2013,8,22,Wellington,19,62,VIC
2013,8,23,Wellington,41,67,VIC
2013,8,24,Wellington,20,80,VIC
2013,8,25,Wellington,7,67,VIC
2013,8,26,Wellington,11,69,VIC
2013,8,27,Wellington,9,76,VIC
2013,8,28,Wellington,7,84,VIC
2013,8,29,Wellington,9,92,VIC
2013,8,30,Wellington,26,56,VIC
2013,8,31,Wellington,13,81,VIC
2013,9,1,Wellington,6,64,VIC
2013,9,2,Wellington,7,70,VIC
2013,9,3,Wellington,11,99,VIC
2013,9,4,Wellington,4,97,VIC
2013,9,5,Wellington,0,81,VIC
2013,9,6,Wellington,17,87,VIC
2013,9,7,Wellington,15,65,VIC
2013,9,8,Wellington,11,84,VIC
2013,9,9,Wellington,4,76,VIC
2013,9,10,Wellington,37,69,VIC
2013,9,11,Wellington,48,53,VIC
2013,9,12,Wellington,15,84,VIC
2013,9,13,Wellington,28,66,VIC
2013,9,14,Wellington,6,78,VIC
2013,9,15,Wellington,6,94,VIC
2013,9,16,Wellington,6,88,VIC
2013,9,17,Wellington,39,94,VIC
2013,9,18,Wellington,26,80,VIC
2013,9,19,Wellington,33,76,VIC
2013,9,20,Wellington,28,71,VIC
2013,9,21,Wellington,17,73,VIC
2013,9,22,Wellington,19,87,VIC
2013,9,23,Wellington,22,79,VIC
2013,9,24,Wellington,19,42,VIC
2013,9,25,Wellington,41,43,VIC
2013,9,26,Wellington,30,67,VIC
2013,9,27,Wellington,7,61,VIC
2013,9,28,Wellington,33,57,VIC
2013,9,29,Wellington,7,57,VIC
2013,9,30,Wellington,22,27,VIC
2013,10,1,Wellington,44,88,VIC
2013,10,2,Wellington,31,40,VIC
2013,10,3,Wellington,35,74,VIC
2013,10,4,Wellington,13,61,VIC
2013,10,5,Wellington,13,61,VIC
2013,10,6,Wellington,11,79,VIC
2013,10,7,Wellington,15,80,VIC
2013,10,8,Wellington,20,72,VIC
2013,10,9,Wellington,11,79,VIC
2013,10,10,Wellington,7,63,VIC
2013,10,11,Wellington,35,61,VIC
2013,10,12,Wellington,7,73,VIC
2013,10,13,Wellington,24,63,VIC
2013,10,14,Wellington,24,78,VIC
2013,10,15,Wellington,31,61,VIC
2013,10,16,Wellington,26,36,VIC
2013,10,17,Wellington,39,68,VIC
2013,10,18,Wellington,15,61,VIC
2013,10,19,Wellington,7,51,VIC
2013,10,20,Wellington,7,62,VIC
2013,10,21,Wellington,6,77,VIC
2013,10,22,Wellington,6,80,VIC
2013,10,23,Wellington,20,90,VIC
2013,10,24,Wellington,41,71,VIC
2013,10,25,Wellington,33,62,VIC
2013,10,26,Wellington,13,79,VIC
2013,10,27,Wellington,17,83,VIC
2013,10,28,Wellington,20,69,VIC
2013,10,29,Wellington,24,58,VIC
2013,10,30,Wellington,11,73,VIC
2013,10,31,Wellington,20,75,VIC
2013,11,1,Wellington,7,71,VIC
2013,11,2,Wellington,11,91,VIC
2013,11,3,Wellington,30,73,VIC
2013,11,4,Wellington,24,64,VIC
2013,11,5,Wellington,7,70,VIC
2013,11,6,Wellington,4,75,VIC
2013,11,7,Wellington,0,59,VIC
2013,11,8,Wellington,26,93,VIC
2013,11,9,Wellington,31,73,VIC
2013,11,10,Wellington,11,70,VIC
2013,11,11,Wellington,30,76,VIC
2013,11,12,Wellington,31,94,VIC
2013,11,13,Wellington,30,55,VIC
2013,11,14,Wellington,35,78,VIC
2013,11,15,Wellington,24,80,VIC
2013,11,16,Wellington,19,89,VIC
2013,11,17,Wellington,6,71,VIC
2013,11,18,Wellington,7,82,VIC
2013,11,19,Wellington,7,75,VIC
2013,11,20,Wellington,7,73,VIC
2013,11,21,Wellington,9,89,VIC
2013,11,22,Wellington,7,81,VIC
2013,11,23,Wellington,6,83,VIC
2013,11,24,Wellington,15,72,VIC
2013,11,25,Wellington,26,69,VIC
2013,11,26,Wellington,20,59,VIC
2013,11,27,Wellington,6,97,VIC
2013,11,28,Wellington,7,77,VIC
2013,11,29,Wellington,19,76,VIC
2013,11,30,Wellington,20,67,VIC
2013,12,1,Wellington,20,69,VIC
2013,12,2,Wellington,6,68,VIC
2013,12,3,Wellington,7,55,VIC
2013,12,4,Wellington,9,80,VIC
2013,12,5,Wellington,17,87,VIC
2013,12,6,Wellington,28,64,VIC
2013,12,7,Wellington,13,73,VIC
2013,12,8,Wellington,6,64,VIC
2013,12,9,Wellington,11,71,VIC
2013,12,10,Wellington,37,43,VIC
2013,12,11,Wellington,31,44,VIC
2013,12,12,Wellington,13,59,VIC
2013,12,13,Wellington,17,64,VIC
2013,12,14,Wellington,19,56,VIC
2013,12,15,Wellington,17,65,VIC
2013,12,16,Wellington,11,78,VIC
2013,12,17,Wellington,9,80,VIC
2013,12,18,Wellington,11,74,VIC
2013,12,19,Wellington,9,88,VIC
2013,12,20,Wellington,6,56,VIC
2013,12,21,Wellington,22,78,VIC
2013,12,22,Wellington,7,92,VIC
2013,12,23,Wellington,24,91,VIC
2013,12,24,Wellington,17,63,VIC
2013,12,25,Wellington,15,67,VIC
2013,12,26,Wellington,7,75,VIC
2013,12,27,Wellington,9,80,VIC
2013,12,28,Wellington,9,87,VIC
2013,12,29,Wellington,26,50,VIC
2013,12,30,Wellington,15,59,VIC
2013,12,31,Wellington,24,63,VIC
2014,1,1,Wellington,9,71,VIC
2014,1,2,Wellington,46,57,VIC
2014,1,3,Wellington,13,72,VIC
2014,1,4,Wellington,44,56,VIC
2014,1,5,Wellington,11,52,VIC
2014,1,6,Wellington,46,57,VIC
2014,1,7,Wellington,20,59,VIC
2014,1,8,Wellington,15,54,VIC
2014,1,9,Wellington,17,62,VIC
2014,1,10,Wellington,7,99,VIC
2014,1,11,Wellington,22,73,VIC
2014,1,12,Wellington,35,65,VIC
2014,1,13,Wellington,11,75,VIC
2014,1,14,Wellington,7,71,VIC
2014,1,15,Wellington,7,47,VIC
2014,1,16,Wellington,7,40,VIC
2014,1,17,Wellington,6,82,VIC
2014,1,18,Wellington,19,62,VIC
2014,1,19,Wellington,4,68,VIC
2014,1,20,Wellington,26,86,VIC
2014,1,21,Wellington,17,68,VIC
2014,1,22,Wellington,22,53,VIC
2014,1,23,Wellington,7,94,VIC
2014,1,24,Wellington,28,61,VIC
2014,1,25,Wellington,20,64,VIC
2014,1,26,Wellington,13,68,VIC
2014,1,27,Wellington,9,75,VIC
2014,1,28,Wellington,7,50,VIC
2014,1,29,Wellington,19,51,VIC
2014,1,30,Wellington,6,80,VIC
2014,1,31,Wellington,13,90,VIC
2014,2,1,Wellington,28,74,VIC
2014,2,2,Wellington,6,93,VIC
2014,2,3,Wellington,7,89,VIC
2014,2,4,Wellington,13,72,VIC
2014,2,5,Wellington,33,53,VIC
2014,2,6,Wellington,6,64,VIC
2014,2,7,Wellington,4,74,VIC
2014,2,8,Wellington,13,70,VIC
2014,2,9,Wellington,33,14,VIC
2014,2,10,Wellington,7,62,VIC
2014,2,11,Wellington,2,77,VIC
2014,2,12,Wellington,7,86,VIC
2014,2,13,Wellington,7,93,VIC
2014,2,14,Wellington,6,98,VIC
2014,2,15,Wellington,7,89,VIC
2014,2,16,Wellington,15,70,VIC
2014,2,17,Wellington,11,77,VIC
2014,2,18,Wellington,6,81,VIC
2014,2,19,Wellington,9,91,VIC
2014,2,20,Wellington,35,50,VIC
2014,2,21,Wellington,41,64,VIC
2014,2,22,Wellington,24,73,VIC
2014,2,23,Wellington,7,85,VIC
2014,2,24,Wellington,11,99,VIC
2014,2,25,Wellington,9,88,VIC
2014,2,26,Wellington,7,81,VIC
2014,2,27,Wellington,17,69,VIC
2014,2,28,Wellington,9,65,VIC
2014,3,1,Wellington,15,87,VIC
2014,3,2,Wellington,13,87,VIC
2014,3,3,Wellington,7,92,VIC
2014,3,4,Wellington,2,98,VIC
2014,3,5,Wellington,7,72,VIC
2014,3,6,Wellington,0,63,VIC
2014,3,7,Wellington,24,85,VIC
2014,3,8,Wellington,35,91,VIC
2014,3,9,Wellington,6,100,VIC
2014,3,10,Wellington,7,79,VIC
2014,3,11,Wellington,0,69,VIC
2014,3,12,Wellington,17,84,VIC
2014,3,13,Wellington,0,70,VIC
2014,3,14,Wellington,7,92,VIC
2014,3,15,Wellington,6,89,VIC
2014,3,16,Wellington,35,57,VIC
2014,3,17,Wellington,17,67,VIC
2014,3,18,Wellington,9,94,VIC
2014,3,19,Wellington,13,81,VIC
2014,3,20,Wellington,11,95,VIC
2014,3,21,Wellington,7,78,VIC
2014,3,22,Wellington,20,76,VIC
2014,3,23,Wellington,9,76,VIC
2014,3,24,Wellington,11,83,VIC
2014,3,25,Wellington,6,93,VIC
2014,3,26,Wellington,20,86,VIC
2014,3,27,Wellington,11,95,VIC
2014,3,28,Wellington,6,95,VIC
2014,3,29,Wellington,7,84,VIC
2014,3,30,Wellington,13,96,VIC
2014,3,31,Wellington,6,96,VIC
2014,4,1,Wellington,9,91,VIC
2014,4,2,Wellington,7,77,VIC
2014,4,3,Wellington,11,97,VIC
2014,4,4,Wellington,9,92,VIC
2014,4,5,Wellington,11,87,VIC
2014,4,6,Wellington,7,90,VIC
2014,4,7,Wellington,20,57,VIC
2014,4,8,Wellington,9,87,VIC
2014,4,9,Wellington,11,83,VIC
2014,4,10,Wellington,6,97,VIC
2014,4,11,Wellington,15,91,VIC
2014,4,12,Wellington,17,81,VIC
2014,4,13,Wellington,15,85,VIC
2014,4,14,Wellington,7,79,VIC
2014,4,15,Wellington,13,85,VIC
2014,4,16,Wellington,6,97,VIC
2014,4,17,Wellington,7,87,VIC
2014,4,18,Wellington,11,89,VIC
2014,4,19,Wellington,20,74,VIC
2014,4,20,Wellington,11,70,VIC
2014,4,21,Wellington,7,71,VIC
2014,4,22,Wellington,11,51,VIC
2014,4,23,Wellington,9,87,VIC
2014,4,24,Wellington,7,81,VIC
2014,4,25,Wellington,2,83,VIC
2014,4,26,Wellington,17,56,VIC
2014,4,27,Wellington,11,NA,VIC
2014,4,28,Wellington,6,89,VIC
2014,4,29,Wellington,2,80,VIC
2014,4,30,Wellington,28,83,VIC
2014,5,1,Wellington,13,77,VIC
2014,5,2,Wellington,2,81,VIC
2014,5,3,Wellington,11,89,VIC
2014,5,4,Wellington,28,60,VIC
2014,5,5,Wellington,17,67,VIC
2014,5,6,Wellington,17,74,VIC
2014,5,7,Wellington,19,80,VIC
2014,5,8,Wellington,9,69,VIC
2014,5,9,Wellington,E,17,VIC
2014,5,10,Wellington,7,95,VIC
2014,5,11,Wellington,7,90,VIC
2014,5,12,Wellington,9,83,VIC
2014,5,13,Wellington,7,95,VIC
2014,5,14,Wellington,7,94,VIC
2014,5,15,Wellington,4,85,VIC
2014,5,16,Wellington,9,64,VIC
2014,5,17,Wellington,6,83,VIC
2014,5,18,Wellington,0,84,VIC
2014,5,19,Wellington,9,69,VIC
2014,5,20,Wellington,7,83,VIC
2014,5,21,Wellington,6,95,VIC
2014,5,22,Wellington,6,84,VIC
2014,5,23,Wellington,13,94,VIC
2014,5,24,Wellington,24,79,VIC
2014,5,25,Wellington,4,95,VIC
2014,5,26,Wellington,6,100,VIC
2014,5,27,Wellington,13,67,VIC
2014,5,28,Wellington,7,81,VIC
2014,5,29,Wellington,9,95,VIC
2014,5,30,Wellington,7,97,VIC
2014,5,31,Wellington,6,99,VIC
2014,6,1,Wellington,6,99,VIC
2014,6,2,Wellington,9,97,VIC
2014,6,3,Wellington,17,96,VIC
2014,6,4,Wellington,17,78,VIC
2014,6,5,Wellington,9,88,VIC
2014,6,6,Wellington,17,84,VIC
2014,6,7,Wellington,11,79,VIC
2014,6,8,Wellington,9,86,VIC
2014,6,9,Wellington,15,96,VIC
2014,6,10,Wellington,4,92,VIC
2014,6,11,Wellington,9,97,VIC
2014,6,12,Wellington,7,99,VIC
2014,6,13,Wellington,7,95,VIC
2014,6,14,Wellington,15,96,VIC
2014,6,15,Wellington,15,96,VIC
2014,6,16,Wellington,9,75,VIC
2014,6,17,Wellington,26,89,VIC
2014,6,18,Wellington,15,86,VIC
2014,6,19,Wellington,7,99,VIC
2014,6,20,Wellington,4,97,VIC
2014,6,21,Wellington,6,89,VIC
2014,6,22,Wellington,13,95,VIC
2014,6,23,Wellington,13,87,VIC
2014,6,24,Wellington,33,58,VIC
2014,6,25,Wellington,22,69,VIC
2014,6,26,Wellington,44,68,VIC
2014,6,27,Wellington,9,70,VIC
2014,6,28,Wellington,11,61,VIC
2014,6,29,Wellington,31,78,VIC
2014,6,30,Wellington,17,84,VIC
2014,7,1,Wellington,11,83,VIC
2014,7,2,Wellington,20,82,VIC
2014,7,3,Wellington,13,74,VIC
2014,7,4,Wellington,NW,30,VIC
2014,7,5,Wellington,11,77,VIC
2014,7,6,Wellington,24,87,VIC
2014,7,7,Wellington,22,86,VIC
2014,7,8,Wellington,0,88,VIC
2014,7,9,Wellington,9,83,VIC
2014,7,10,Wellington,28,72,VIC
2014,7,11,Wellington,9,70,VIC
2014,7,12,Wellington,19,84,VIC
2014,7,13,Wellington,19,83,VIC
2014,7,14,Wellington,13,88,VIC
2014,7,15,Wellington,0,99,VIC
2014,7,16,Wellington,13,89,VIC
2014,7,17,Wellington,19,64,VIC
2014,7,18,Wellington,24,60,VIC
2014,7,19,Wellington,17,83,VIC
2014,7,20,Wellington,11,79,VIC
2014,7,21,Wellington,7,99,VIC
2014,7,22,Wellington,9,92,VIC
2014,7,23,Wellington,7,98,VIC
2014,7,24,Wellington,NNE,7,VIC
2014,7,25,Wellington,6,97,VIC
2014,7,26,Wellington,7,89,VIC
2014,7,27,Wellington,13,78,VIC
2014,7,28,Wellington,13,58,VIC
2014,7,29,Wellington,13,47,VIC
2014,7,30,Wellington,22,77,VIC
2014,7,31,Wellington,48,39,VIC
2014,8,1,Wellington,39,52,VIC
2014,8,2,Wellington,24,80,VIC
2014,8,3,Wellington,WSW,15,VIC
2014,8,4,Wellington,WSW,20,VIC
2014,8,5,Wellington,20,59,VIC
2014,8,6,Wellington,7,73,VIC
2014,8,7,Wellington,15,96,VIC
2014,8,8,Wellington,11,95,VIC
2014,8,9,Wellington,11,77,VIC
2014,8,10,Wellington,20,87,VIC
2014,8,11,Wellington,20,81,VIC
2014,8,12,Wellington,W,19,VIC
2014,8,13,Wellington,15,83,VIC
2014,8,14,Wellington,7,87,VIC
2014,8,15,Wellington,7,93,VIC
2014,8,16,Wellington,SE,15,VIC
2014,8,17,Wellington,20,80,VIC
2014,8,18,Wellington,28,94,VIC
2014,8,19,Wellington,15,69,VIC
2014,8,20,Wellington,13,78,VIC
2014,8,21,Wellington,15,68,VIC
2014,8,22,Wellington,2,99,VIC
2014,8,23,Wellington,9,94,VIC
2014,8,24,Wellington,9,86,VIC
2014,8,25,Wellington,6,92,VIC
2014,8,26,Wellington,7,99,VIC
2014,8,27,Wellington,9,100,VIC
2014,8,28,Wellington,7,97,VIC
2014,8,29,Wellington,11,99,VIC
2014,8,30,Wellington,0,97,VIC
2014,8,31,Wellington,9,95,VIC
2014,9,1,Wellington,7,55,VIC
2014,9,2,Wellington,20,88,VIC
2014,9,3,Wellington,17,77,VIC
2014,9,4,Wellington,17,80,VIC
2014,9,5,Wellington,9,85,VIC
2014,9,6,Wellington,9,97,VIC
2014,9,7,Wellington,7,92,VIC
2014,9,8,Wellington,7,82,VIC
2014,9,9,Wellington,28,54,VIC
2014,9,10,Wellington,28,74,VIC
2014,9,11,Wellington,26,89,VIC
2014,9,12,Wellington,19,75,VIC
2014,9,13,Wellington,11,79,VIC
2014,9,14,Wellington,13,79,VIC
2014,9,15,Wellington,4,90,VIC
2014,9,16,Wellington,9,91,VIC
2014,9,17,Wellington,26,72,VIC
2014,9,18,Wellington,26,71,VIC
2014,9,19,Wellington,33,74,VIC
2014,9,20,Wellington,20,79,VIC
2014,9,21,Wellington,15,78,VIC
2014,9,22,Wellington,6,93,VIC
2014,9,23,Wellington,11,79,VIC
2014,9,24,Wellington,2,71,VIC
2014,9,25,Wellington,13,91,VIC
2014,9,26,Wellington,22,76,VIC
2014,9,27,Wellington,13,77,VIC
2014,9,28,Wellington,9,56,VIC
2014,9,29,Wellington,20,52,VIC
2014,9,30,Wellington,17,63,VIC
2014,10,1,Wellington,31,68,VIC
2014,10,2,Wellington,24,69,VIC
2014,10,3,Wellington,7,70,VIC
2014,10,4,Wellington,9,82,VIC
2014,10,5,Wellington,20,66,VIC
2014,10,6,Wellington,13,65,VIC
2014,10,7,Wellington,28,88,VIC
2014,10,8,Wellington,24,73,VIC
2014,10,9,Wellington,17,80,VIC
2014,10,10,Wellington,7,85,VIC
2014,10,11,Wellington,17,74,VIC
2014,10,12,Wellington,4,80,VIC
2014,10,13,Wellington,17,86,VIC
2014,10,14,Wellington,24,68,VIC
2014,10,15,Wellington,9,77,VIC
2014,10,16,Wellington,24,70,VIC
2014,10,17,Wellington,17,79,VIC
2014,10,18,Wellington,6,80,VIC
2014,10,19,Wellington,9,66,VIC
2014,10,20,Wellington,15,58,VIC
2014,10,21,Wellington,26,66,VIC
2014,10,22,Wellington,6,85,VIC
2014,10,23,Wellington,13,85,VIC
2014,10,24,Wellington,6,93,VIC
2014,10,25,Wellington,7,78,VIC
2014,10,26,Wellington,6,82,VIC
2014,10,27,Wellington,17,88,VIC
2014,10,28,Wellington,52,52,VIC
2014,10,29,Wellington,26,68,VIC
2014,10,30,Wellington,11,78,VIC
2014,10,31,Wellington,9,85,VIC
2014,11,1,Wellington,24,92,VIC
2014,11,2,Wellington,28,79,VIC
2014,11,3,Wellington,13,74,VIC
2014,11,4,Wellington,2,69,VIC
2014,11,5,Wellington,24,78,VIC
2014,11,6,Wellington,17,66,VIC
2014,11,7,Wellington,7,72,VIC
2014,11,8,Wellington,7,64,VIC
2014,11,9,Wellington,9,63,VIC
2014,11,10,Wellington,30,63,VIC
2014,11,11,Wellington,20,61,VIC
2014,11,12,Wellington,7,69,VIC
2014,11,13,Wellington,6,99,VIC
2014,11,14,Wellington,20,35,VIC
2014,11,15,Wellington,13,59,VIC
2014,11,16,Wellington,17,92,VIC
2014,11,17,Wellington,28,77,VIC
2014,11,18,Wellington,24,66,VIC
2014,11,19,Wellington,6,70,VIC
2014,11,20,Wellington,7,64,VIC
2014,11,21,Wellington,37,73,VIC
2014,11,22,Wellington,0,70,VIC
2014,11,23,Wellington,11,69,VIC
2014,11,24,Wellington,6,82,VIC
2014,11,25,Wellington,35,58,VIC
2014,11,26,Wellington,26,65,VIC
2014,11,27,Wellington,20,58,VIC
2014,11,28,Wellington,9,76,VIC
2014,11,29,Wellington,6,88,VIC
2014,11,30,Wellington,24,94,VIC
2014,12,1,Wellington,6,61,VIC
2014,12,2,Wellington,0,91,VIC
2014,12,3,Wellington,13,88,VIC
2014,12,4,Wellington,11,91,VIC
2014,12,5,Wellington,17,91,VIC
2014,12,6,Wellington,43,93,VIC
2014,12,7,Wellington,31,99,VIC
2014,12,8,Wellington,7,88,VIC
2014,12,9,Wellington,6,74,VIC
2014,12,10,Wellington,9,79,VIC
2014,12,11,Wellington,22,87,VIC
2014,12,12,Wellington,28,73,VIC
2014,12,13,Wellington,11,72,VIC
2014,12,14,Wellington,0,63,VIC
2014,12,15,Wellington,6,85,VIC
2014,12,16,Wellington,9,54,VIC
2014,12,17,Wellington,28,58,VIC
2014,12,18,Wellington,9,68,VIC
2014,12,19,Wellington,24,66,VIC
2014,12,20,Wellington,17,66,VIC
2014,12,21,Wellington,19,66,VIC
2014,12,22,Wellington,11,80,VIC
2014,12,23,Wellington,9,76,VIC
2014,12,24,Wellington,9,71,VIC
2014,12,25,Wellington,7,70,VIC
2014,12,26,Wellington,28,69,VIC
2014,12,27,Wellington,15,67,VIC
2014,12,28,Wellington,6,78,VIC
2014,12,29,Wellington,17,49,VIC
2014,12,30,Wellington,28,47,VIC
2014,12,31,Wellington,9,59,VIC
2015,1,1,Wellington,11,68,VIC
2015,1,2,Wellington,7,85,VIC
2015,1,3,Wellington,6,42,VIC
2015,1,4,Wellington,24,75,VIC
2015,1,5,Wellington,6,72,VIC
2015,1,6,Wellington,15,95,VIC
2015,1,7,Wellington,9,86,VIC
2015,1,8,Wellington,11,59,VIC
