Day,Month,Year,Humidity9am,State,Suburb,location
6,7,2016,100,VIC,Ballarat,Ballarat North
7,7,2016,100,VIC,Ballarat,Ballarat North
8,7,2016,100,VIC,Ballarat,Ballarat North
9,7,2016,100,VIC,Ballarat,Ballarat North
10,7,2016,100,VIC,Ballarat,Ballarat North
11,7,2016,98,VIC,Ballarat,Ballarat North
12,7,2016,86,VIC,Ballarat,Ballarat North
13,7,2016,98,VIC,Ballarat,Ballarat North
14,7,2016,98,VIC,Ballarat,Ballarat North
15,7,2016,100,VIC,Ballarat,Ballarat North
16,7,2016,100,VIC,Ballarat,Ballarat North
17,7,2016,99,VIC,Ballarat,Ballarat North
18,7,2016,100,VIC,Ballarat,Ballarat North
19,7,2016,100,VIC,Ballarat,Ballarat North
20,7,2016,100,VIC,Ballarat,Ballarat North
21,7,2016,98,VIC,Ballarat,Ballarat North
22,7,2016,99,VIC,Ballarat,Ballarat North
23,7,2016,96,VIC,Ballarat,Ballarat North
24,7,2016,100,VIC,Ballarat,Ballarat North
25,7,2016,99,VIC,Ballarat,Ballarat North
26,7,2016,100,VIC,Ballarat,Ballarat North
27,7,2016,99,VIC,Ballarat,Ballarat North
28,7,2016,98,VIC,Ballarat,Ballarat North
29,7,2016,100,VIC,Ballarat,Ballarat North
30,7,2016,100,VIC,Ballarat,Ballarat North
31,7,2016,100,VIC,Ballarat,Ballarat North
1,8,2016,100,VIC,Ballarat,Ballarat North
2,8,2016,91,VIC,Ballarat,Ballarat North
3,8,2016,99,VIC,Ballarat,Ballarat North
4,8,2016,99,VIC,Ballarat,Ballarat North
5,8,2016,98,VIC,Ballarat,Ballarat North
6,8,2016,94,VIC,Ballarat,Ballarat North
7,8,2016,87,VIC,Ballarat,Ballarat North
8,8,2016,87,VIC,Ballarat,Ballarat North
9,8,2016,92,VIC,Ballarat,Ballarat North
10,8,2016,98,VIC,Ballarat,Ballarat North
11,8,2016,98,VIC,Ballarat,Ballarat North
12,8,2016,100,VIC,Ballarat,Ballarat North
13,8,2016,100,VIC,Ballarat,Ballarat North
14,8,2016,98,VIC,Ballarat,Ballarat North
15,8,2016,100,VIC,Ballarat,Ballarat North
16,8,2016,99,VIC,Ballarat,Ballarat North
17,8,2016,100,VIC,Ballarat,Ballarat North
18,8,2016,86,VIC,Ballarat,Ballarat North
19,8,2016,100,VIC,Ballarat,Ballarat North
20,8,2016,98,VIC,Ballarat,Ballarat North
21,8,2016,100,VIC,Ballarat,Ballarat North
22,8,2016,99,VIC,Ballarat,Ballarat North
23,8,2016,99,VIC,Ballarat,Ballarat North
24,8,2016,100,VIC,Ballarat,Ballarat North
25,8,2016,100,VIC,Ballarat,Ballarat North
26,8,2016,100,VIC,Ballarat,Ballarat North
27,8,2016,97,VIC,Ballarat,Ballarat North
28,8,2016,80,VIC,Ballarat,Ballarat North
29,8,2016,73,VIC,Ballarat,Ballarat North
30,8,2016,80,VIC,Ballarat,Ballarat North
31,8,2016,99,VIC,Ballarat,Ballarat North
1,9,2016,100,VIC,Ballarat,Ballarat North
2,9,2016,98,VIC,Ballarat,Ballarat North
3,9,2016,98,VIC,Ballarat,Ballarat North
4,9,2016,99,VIC,Ballarat,Ballarat North
5,9,2016,98,VIC,Ballarat,Ballarat North
6,9,2016,99,VIC,Ballarat,Ballarat North
7,9,2016,88,VIC,Ballarat,Ballarat North
8,9,2016,98,VIC,Ballarat,Ballarat North
9,9,2016,100,VIC,Ballarat,Ballarat North
10,9,2016,93,VIC,Ballarat,Ballarat North
11,9,2016,98,VIC,Ballarat,Ballarat North
12,9,2016,100,VIC,Ballarat,Ballarat North
13,9,2016,100,VIC,Ballarat,Ballarat North
14,9,2016,98,VIC,Ballarat,Ballarat North
15,9,2016,100,VIC,Ballarat,Ballarat North
16,9,2016,90,VIC,Ballarat,Ballarat North
17,9,2016,98,VIC,Ballarat,Ballarat North
18,9,2016,99,VIC,Ballarat,Ballarat North
19,9,2016,98,VIC,Ballarat,Ballarat North
20,9,2016,87,VIC,Ballarat,Ballarat North
21,9,2016,92,VIC,Ballarat,Ballarat North
22,9,2016,98,VIC,Ballarat,Ballarat North
23,9,2016,77,VIC,Ballarat,Ballarat North
24,9,2016,88,VIC,Ballarat,Ballarat North
25,9,2016,87,VIC,Ballarat,Ballarat North
26,9,2016,98,VIC,Ballarat,Ballarat North
27,9,2016,100,VIC,Ballarat,Ballarat North
28,9,2016,98,VIC,Ballarat,Ballarat North
29,9,2016,94,VIC,Ballarat,Ballarat North
30,9,2016,100,VIC,Ballarat,Ballarat North
1,10,2016,99,VIC,Ballarat,Ballarat North
2,10,2016,71,VIC,Ballarat,Ballarat North
3,10,2016,99,VIC,Ballarat,Ballarat North
4,10,2016,100,VIC,Ballarat,Ballarat North
5,10,2016,99,VIC,Ballarat,Ballarat North
6,10,2016,99,VIC,Ballarat,Ballarat North
7,10,2016,60,VIC,Ballarat,Ballarat North
8,10,2016,92,VIC,Ballarat,Ballarat North
9,10,2016,75,VIC,Ballarat,Ballarat North
10,10,2016,82,VIC,Ballarat,Ballarat North
11,10,2016,99,VIC,Ballarat,Ballarat North
12,10,2016,100,VIC,Ballarat,Ballarat North
13,10,2016,74,VIC,Ballarat,Ballarat North
14,10,2016,71,VIC,Ballarat,Ballarat North
15,10,2016,82,VIC,Ballarat,Ballarat North
16,10,2016,81,VIC,Ballarat,Ballarat North
17,10,2016,99,VIC,Ballarat,Ballarat North
18,10,2016,85,VIC,Ballarat,Ballarat North
19,10,2016,98,VIC,Ballarat,Ballarat North
20,10,2016,63,VIC,Ballarat,Ballarat North
21,10,2016,88,VIC,Ballarat,Ballarat North
22,10,2016,98,VIC,Ballarat,Ballarat North
23,10,2016,91,VIC,Ballarat,Ballarat North
24,10,2016,86,VIC,Ballarat,Ballarat North
25,10,2016,69,VIC,Ballarat,Ballarat North
26,10,2016,77,VIC,Ballarat,Ballarat North
27,10,2016,96,VIC,Ballarat,Ballarat North
28,10,2016,67,VIC,Ballarat,Ballarat North
29,10,2016,54,VIC,Ballarat,Ballarat North
30,10,2016,83,VIC,Ballarat,Ballarat North
31,10,2016,84,VIC,Ballarat,Ballarat North
1,11,2016,98,VIC,Ballarat,Ballarat North
2,11,2016,85,VIC,Ballarat,Ballarat North
3,11,2016,84,VIC,Ballarat,Ballarat North
4,11,2016,74,VIC,Ballarat,Ballarat North
5,11,2016,94,VIC,Ballarat,Ballarat North
6,11,2016,90,VIC,Ballarat,Ballarat North
7,11,2016,81,VIC,Ballarat,Ballarat North
8,11,2016,75,VIC,Ballarat,Ballarat North
9,11,2016,99,VIC,Ballarat,Ballarat North
10,11,2016,97,VIC,Ballarat,Ballarat North
11,11,2016,80,VIC,Ballarat,Ballarat North
12,11,2016,100,VIC,Ballarat,Ballarat North
13,11,2016,99,VIC,Ballarat,Ballarat North
14,11,2016,99,VIC,Ballarat,Ballarat North
15,11,2016,96,VIC,Ballarat,Ballarat North
16,11,2016,99,VIC,Ballarat,Ballarat North
17,11,2016,73,VIC,Ballarat,Ballarat North
18,11,2016,98,VIC,Ballarat,Ballarat North
19,11,2016,77,VIC,Ballarat,Ballarat North
20,11,2016,66,VIC,Ballarat,Ballarat North
21,11,2016,66,VIC,Ballarat,Ballarat North
22,11,2016,100,VIC,Ballarat,Ballarat North
23,11,2016,96,VIC,Ballarat,Ballarat North
24,11,2016,99,VIC,Ballarat,Ballarat North
25,11,2016,77,VIC,Ballarat,Ballarat North
26,11,2016,83,VIC,Ballarat,Ballarat North
27,11,2016,92,VIC,Ballarat,Ballarat North
28,11,2016,78,VIC,Ballarat,Ballarat North
29,11,2016,77,VIC,Ballarat,Ballarat North
30,11,2016,99,VIC,Ballarat,Ballarat North
1,12,2016,81,VIC,Ballarat,Ballarat North
2,12,2016,70,VIC,Ballarat,Ballarat North
3,12,2016,66,VIC,Ballarat,Ballarat North
4,12,2016,37,VIC,Ballarat,Ballarat North
5,12,2016,84,VIC,Ballarat,Ballarat North
6,12,2016,91,VIC,Ballarat,Ballarat North
7,12,2016,46,VIC,Ballarat,Ballarat North
8,12,2016,39,VIC,Ballarat,Ballarat North
9,12,2016,94,VIC,Ballarat,Ballarat North
10,12,2016,75,VIC,Ballarat,Ballarat North
11,12,2016,72,VIC,Ballarat,Ballarat North
12,12,2016,56,VIC,Ballarat,Ballarat North
13,12,2016,32,VIC,Ballarat,Ballarat North
14,12,2016,77,VIC,Ballarat,Ballarat North
15,12,2016,64,VIC,Ballarat,Ballarat North
16,12,2016,70,VIC,Ballarat,Ballarat North
17,12,2016,72,VIC,Ballarat,Ballarat North
18,12,2016,63,VIC,Ballarat,Ballarat North
19,12,2016,44,VIC,Ballarat,Ballarat North
20,12,2016,77,VIC,Ballarat,Ballarat North
21,12,2016,73,VIC,Ballarat,Ballarat North
22,12,2016,80,VIC,Ballarat,Ballarat North
23,12,2016,38,VIC,Ballarat,Ballarat North
24,12,2016,37,VIC,Ballarat,Ballarat North
25,12,2016,46,VIC,Ballarat,Ballarat North
26,12,2016,44,VIC,Ballarat,Ballarat North
27,12,2016,98,VIC,Ballarat,Ballarat North
28,12,2016,73,VIC,Ballarat,Ballarat North
29,12,2016,88,VIC,Ballarat,Ballarat North
30,12,2016,59,VIC,Ballarat,Ballarat North
31,12,2016,87,VIC,Ballarat,Ballarat North
1,1,2017,98,VIC,Ballarat,Ballarat North
2,1,2017,99,VIC,Ballarat,Ballarat North
3,1,2017,86,VIC,Ballarat,Ballarat North
4,1,2017,57,VIC,Ballarat,Ballarat North
5,1,2017,70,VIC,Ballarat,Ballarat North
6,1,2017,43,VIC,Ballarat,Ballarat North
7,1,2017,40,VIC,Ballarat,Ballarat North
8,1,2017,31,VIC,Ballarat,Ballarat North
9,1,2017,85,VIC,Ballarat,Ballarat North
10,1,2017,83,VIC,Ballarat,Ballarat North
11,1,2017,90,VIC,Ballarat,Ballarat North
12,1,2017,61,VIC,Ballarat,Ballarat North
13,1,2017,55,VIC,Ballarat,Ballarat North
14,1,2017,68,VIC,Ballarat,Ballarat North
15,1,2017,77,VIC,Ballarat,Ballarat North
16,1,2017,61,VIC,Ballarat,Ballarat North
17,1,2017,23,VIC,Ballarat,Ballarat North
18,1,2017,69,VIC,Ballarat,Ballarat North
19,1,2017,68,VIC,Ballarat,Ballarat North
20,1,2017,100,VIC,Ballarat,Ballarat North
21,1,2017,80,VIC,Ballarat,Ballarat North
22,1,2017,43,VIC,Ballarat,Ballarat North
23,1,2017,41,VIC,Ballarat,Ballarat North
24,1,2017,77,VIC,Ballarat,Ballarat North
25,1,2017,66,VIC,Ballarat,Ballarat North
26,1,2017,90,VIC,Ballarat,Ballarat North
27,1,2017,73,VIC,Ballarat,Ballarat North
28,1,2017,52,VIC,Ballarat,Ballarat North
29,1,2017,67,VIC,Ballarat,Ballarat North
30,1,2017,38,VIC,Ballarat,Ballarat North
31,1,2017,72,VIC,Ballarat,Ballarat North
1,2,2017,78,VIC,Ballarat,Ballarat North
2,2,2017,90,VIC,Ballarat,Ballarat North
3,2,2017,100,VIC,Ballarat,Ballarat North
4,2,2017,38,VIC,Ballarat,Ballarat North
5,2,2017,79,VIC,Ballarat,Ballarat North
6,2,2017,99,VIC,Ballarat,Ballarat North
7,2,2017,83,VIC,Ballarat,Ballarat North
8,2,2017,77,VIC,Ballarat,Ballarat North
9,2,2017,65,VIC,Ballarat,Ballarat North
10,2,2017,83,VIC,Ballarat,Ballarat North
11,2,2017,79,VIC,Ballarat,Ballarat North
12,2,2017,99,VIC,Ballarat,Ballarat North
13,2,2017,100,VIC,Ballarat,Ballarat North
14,2,2017,98,VIC,Ballarat,Ballarat North
15,2,2017,52,VIC,Ballarat,Ballarat North
16,2,2017,91,VIC,Ballarat,Ballarat North
17,2,2017,82,VIC,Ballarat,Ballarat North
18,2,2017,75,VIC,Ballarat,Ballarat North
19,2,2017,90,VIC,Ballarat,Ballarat North
20,2,2017,99,VIC,Ballarat,Ballarat North
21,2,2017,98,VIC,Ballarat,Ballarat North
22,2,2017,47,VIC,Ballarat,Ballarat North
23,2,2017,85,VIC,Ballarat,Ballarat North
24,2,2017,79,VIC,Ballarat,Ballarat North
25,2,2017,74,VIC,Ballarat,Ballarat North
26,2,2017,81,VIC,Ballarat,Ballarat North
27,2,2017,53,VIC,Ballarat,Ballarat North
28,2,2017,51,VIC,Ballarat,Ballarat North
1,3,2017,40,VIC,Ballarat,Ballarat North
2,3,2017,33,VIC,Ballarat,Ballarat North
3,3,2017,98,VIC,Ballarat,Ballarat North
4,3,2017,92,VIC,Ballarat,Ballarat North
5,3,2017,87,VIC,Ballarat,Ballarat North
6,3,2017,81,VIC,Ballarat,Ballarat North
7,3,2017,78,VIC,Ballarat,Ballarat North
8,3,2017,57,VIC,Ballarat,Ballarat North
9,3,2017,40,VIC,Ballarat,Ballarat North
10,3,2017,75,VIC,Ballarat,Ballarat North
11,3,2017,64,VIC,Ballarat,Ballarat North
12,3,2017,79,VIC,Ballarat,Ballarat North
13,3,2017,100,VIC,Ballarat,Ballarat North
14,3,2017,72,VIC,Ballarat,Ballarat North
15,3,2017,65,VIC,Ballarat,Ballarat North
16,3,2017,99,VIC,Ballarat,Ballarat North
17,3,2017,74,VIC,Ballarat,Ballarat North
18,3,2017,58,VIC,Ballarat,Ballarat North
19,3,2017,56,VIC,Ballarat,Ballarat North
20,3,2017,74,VIC,Ballarat,Ballarat North
21,3,2017,82,VIC,Ballarat,Ballarat North
22,3,2017,100,VIC,Ballarat,Ballarat North
23,3,2017,98,VIC,Ballarat,Ballarat North
24,3,2017,100,VIC,Ballarat,Ballarat North
25,3,2017,79,VIC,Ballarat,Ballarat North
26,3,2017,100,VIC,Ballarat,Ballarat North
27,3,2017,50,VIC,Ballarat,Ballarat North
28,3,2017,99,VIC,Ballarat,Ballarat North
29,3,2017,80,VIC,Ballarat,Ballarat North
30,3,2017,100,VIC,Ballarat,Ballarat North
31,3,2017,100,VIC,Ballarat,Ballarat North
1,4,2017,100,VIC,Ballarat,Ballarat North
2,4,2017,87,VIC,Ballarat,Ballarat North
3,4,2017,73,VIC,Ballarat,Ballarat North
4,4,2017,60,VIC,Ballarat,Ballarat North
5,4,2017,55,VIC,Ballarat,Ballarat North
6,4,2017,48,VIC,Ballarat,Ballarat North
7,4,2017,57,VIC,Ballarat,Ballarat North
8,4,2017,56,VIC,Ballarat,Ballarat North
9,4,2017,99,VIC,Ballarat,Ballarat North
10,4,2017,98,VIC,Ballarat,Ballarat North
11,4,2017,100,VIC,Ballarat,Ballarat North
12,4,2017,86,VIC,Ballarat,Ballarat North
13,4,2017,78,VIC,Ballarat,Ballarat North
14,4,2017,98,VIC,Ballarat,Ballarat North
15,4,2017,99,VIC,Ballarat,Ballarat North
16,4,2017,74,VIC,Ballarat,Ballarat North
17,4,2017,99,VIC,Ballarat,Ballarat North
18,4,2017,95,VIC,Ballarat,Ballarat North
19,4,2017,70,VIC,Ballarat,Ballarat North
20,4,2017,50,VIC,Ballarat,Ballarat North
21,4,2017,47,VIC,Ballarat,Ballarat North
22,4,2017,84,VIC,Ballarat,Ballarat North
23,4,2017,95,VIC,Ballarat,Ballarat North
24,4,2017,98,VIC,Ballarat,Ballarat North
25,4,2017,100,VIC,Ballarat,Ballarat North
26,4,2017,91,VIC,Ballarat,Ballarat North
27,4,2017,93,VIC,Ballarat,Ballarat North
28,4,2017,100,VIC,Ballarat,Ballarat North
29,4,2017,100,VIC,Ballarat,Ballarat North
30,4,2017,86,VIC,Ballarat,Ballarat North
1,5,2017,99,VIC,Ballarat,Ballarat North
2,5,2017,99,VIC,Ballarat,Ballarat North
3,5,2017,100,VIC,Ballarat,Ballarat North
4,5,2017,75,VIC,Ballarat,Ballarat North
5,5,2017,92,VIC,Ballarat,Ballarat North
6,5,2017,92,VIC,Ballarat,Ballarat North
7,5,2017,100,VIC,Ballarat,Ballarat North
8,5,2017,100,VIC,Ballarat,Ballarat North
9,5,2017,99,VIC,Ballarat,Ballarat North
10,5,2017,100,VIC,Ballarat,Ballarat North
11,5,2017,100,VIC,Ballarat,Ballarat North
12,5,2017,100,VIC,Ballarat,Ballarat North
13,5,2017,98,VIC,Ballarat,Ballarat North
14,5,2017,98,VIC,Ballarat,Ballarat North
15,5,2017,98,VIC,Ballarat,Ballarat North
16,5,2017,100,VIC,Ballarat,Ballarat North
17,5,2017,74,VIC,Ballarat,Ballarat North
18,5,2017,62,VIC,Ballarat,Ballarat North
19,5,2017,90,VIC,Ballarat,Ballarat North
20,5,2017,100,VIC,Ballarat,Ballarat North
21,5,2017,100,VIC,Ballarat,Ballarat North
22,5,2017,99,VIC,Ballarat,Ballarat North
23,5,2017,98,VIC,Ballarat,Ballarat North
24,5,2017,100,VIC,Ballarat,Ballarat North
25,5,2017,99,VIC,Ballarat,Ballarat North
26,5,2017,100,VIC,Ballarat,Ballarat North
27,5,2017,100,VIC,Ballarat,Ballarat North
28,5,2017,100,VIC,Ballarat,Ballarat North
29,5,2017,99,VIC,Ballarat,Ballarat North
30,5,2017,99,VIC,Ballarat,Ballarat North
31,5,2017,100,VIC,Ballarat,Ballarat North
1,6,2017,100,VIC,Ballarat,Ballarat North
2,6,2017,100,VIC,Ballarat,Ballarat North
3,6,2017,100,VIC,Ballarat,Ballarat North
4,6,2017,100,VIC,Ballarat,Ballarat North
5,6,2017,98,VIC,Ballarat,Ballarat North
6,6,2017,96,VIC,Ballarat,Ballarat North
7,6,2017,98,VIC,Ballarat,Ballarat North
8,6,2017,100,VIC,Ballarat,Ballarat North
9,6,2017,100,VIC,Ballarat,Ballarat North
10,6,2017,100,VIC,Ballarat,Ballarat North
11,6,2017,100,VIC,Ballarat,Ballarat North
12,6,2017,100,VIC,Ballarat,Ballarat North
13,6,2017,98,VIC,Ballarat,Ballarat North
14,6,2017,100,VIC,Ballarat,Ballarat North
15,6,2017,99,VIC,Ballarat,Ballarat North
16,6,2017,100,VIC,Ballarat,Ballarat North
17,6,2017,100,VIC,Ballarat,Ballarat North
18,6,2017,100,VIC,Ballarat,Ballarat North
19,6,2017,99,VIC,Ballarat,Ballarat North
20,6,2017,99,VIC,Ballarat,Ballarat North
21,6,2017,100,VIC,Ballarat,Ballarat North
22,6,2017,98,VIC,Ballarat,Ballarat North
23,6,2017,100,VIC,Ballarat,Ballarat North
24,6,2017,100,VIC,Ballarat,Ballarat North
25,6,2017,100,VIC,Ballarat,Ballarat North
1,12,2008,47,VIC,Bendigo,Greater Bendigo
2,12,2008,49,VIC,Bendigo,Greater Bendigo
3,12,2008,49,VIC,Bendigo,Greater Bendigo
4,12,2008,50,VIC,Bendigo,Greater Bendigo
5,12,2008,68,VIC,Bendigo,Greater Bendigo
6,12,2008,60,VIC,Bendigo,Greater Bendigo
7,12,2008,47,VIC,Bendigo,Greater Bendigo
8,12,2008,47,VIC,Bendigo,Greater Bendigo
9,12,2008,44,VIC,Bendigo,Greater Bendigo
10,12,2008,62,VIC,Bendigo,Greater Bendigo
11,12,2008,43,VIC,Bendigo,Greater Bendigo
12,12,2008,57,VIC,Bendigo,Greater Bendigo
13,12,2008,94,VIC,Bendigo,Greater Bendigo
14,12,2008,79,VIC,Bendigo,Greater Bendigo
15,12,2008,58,VIC,Bendigo,Greater Bendigo
16,12,2008,49,VIC,Bendigo,Greater Bendigo
17,12,2008,86,VIC,Bendigo,Greater Bendigo
18,12,2008,95,VIC,Bendigo,Greater Bendigo
19,12,2008,58,VIC,Bendigo,Greater Bendigo
20,12,2008,51,VIC,Bendigo,Greater Bendigo
21,12,2008,54,VIC,Bendigo,Greater Bendigo
22,12,2008,38,VIC,Bendigo,Greater Bendigo
23,12,2008,60,VIC,Bendigo,Greater Bendigo
24,12,2008,53,VIC,Bendigo,Greater Bendigo
25,12,2008,48,VIC,Bendigo,Greater Bendigo
26,12,2008,46,VIC,Bendigo,Greater Bendigo
27,12,2008,70,VIC,Bendigo,Greater Bendigo
28,12,2008,49,VIC,Bendigo,Greater Bendigo
29,12,2008,49,VIC,Bendigo,Greater Bendigo
30,12,2008,68,VIC,Bendigo,Greater Bendigo
31,12,2008,51,VIC,Bendigo,Greater Bendigo
1,1,2009,53,VIC,Bendigo,Greater Bendigo
2,1,2009,49,VIC,Bendigo,Greater Bendigo
3,1,2009,47,VIC,Bendigo,Greater Bendigo
4,1,2009,28,VIC,Bendigo,Greater Bendigo
5,1,2009,31,VIC,Bendigo,Greater Bendigo
6,1,2009,44,VIC,Bendigo,Greater Bendigo
7,1,2009,55,VIC,Bendigo,Greater Bendigo
8,1,2009,40,VIC,Bendigo,Greater Bendigo
9,1,2009,45,VIC,Bendigo,Greater Bendigo
10,1,2009,56,VIC,Bendigo,Greater Bendigo
11,1,2009,54,VIC,Bendigo,Greater Bendigo
12,1,2009,51,VIC,Bendigo,Greater Bendigo
13,1,2009,44,VIC,Bendigo,Greater Bendigo
14,1,2009,18,VIC,Bendigo,Greater Bendigo
15,1,2009,57,VIC,Bendigo,Greater Bendigo
16,1,2009,52,VIC,Bendigo,Greater Bendigo
17,1,2009,50,VIC,Bendigo,Greater Bendigo
18,1,2009,30,VIC,Bendigo,Greater Bendigo
19,1,2009,27,VIC,Bendigo,Greater Bendigo
20,1,2009,26,VIC,Bendigo,Greater Bendigo
21,1,2009,39,VIC,Bendigo,Greater Bendigo
22,1,2009,67,VIC,Bendigo,Greater Bendigo
23,1,2009,50,VIC,Bendigo,Greater Bendigo
24,1,2009,46,VIC,Bendigo,Greater Bendigo
25,1,2009,44,VIC,Bendigo,Greater Bendigo
26,1,2009,44,VIC,Bendigo,Greater Bendigo
27,1,2009,51,VIC,Bendigo,Greater Bendigo
28,1,2009,25,VIC,Bendigo,Greater Bendigo
29,1,2009,23,VIC,Bendigo,Greater Bendigo
30,1,2009,28,VIC,Bendigo,Greater Bendigo
31,1,2009,31,VIC,Bendigo,Greater Bendigo
1,2,2009,42,VIC,Bendigo,Greater Bendigo
2,2,2009,51,VIC,Bendigo,Greater Bendigo
3,2,2009,60,VIC,Bendigo,Greater Bendigo
4,2,2009,58,VIC,Bendigo,Greater Bendigo
5,2,2009,35,VIC,Bendigo,Greater Bendigo
6,2,2009,55,VIC,Bendigo,Greater Bendigo
7,2,2009,30,VIC,Bendigo,Greater Bendigo
8,2,2009,51,VIC,Bendigo,Greater Bendigo
9,2,2009,44,VIC,Bendigo,Greater Bendigo
10,2,2009,45,VIC,Bendigo,Greater Bendigo
11,2,2009,49,VIC,Bendigo,Greater Bendigo
12,2,2009,57,VIC,Bendigo,Greater Bendigo
13,2,2009,40,VIC,Bendigo,Greater Bendigo
14,2,2009,42,VIC,Bendigo,Greater Bendigo
15,2,2009,63,VIC,Bendigo,Greater Bendigo
16,2,2009,51,VIC,Bendigo,Greater Bendigo
17,2,2009,40,VIC,Bendigo,Greater Bendigo
18,2,2009,39,VIC,Bendigo,Greater Bendigo
19,2,2009,29,VIC,Bendigo,Greater Bendigo
20,2,2009,74,VIC,Bendigo,Greater Bendigo
21,2,2009,56,VIC,Bendigo,Greater Bendigo
22,2,2009,64,VIC,Bendigo,Greater Bendigo
23,2,2009,60,VIC,Bendigo,Greater Bendigo
24,2,2009,42,VIC,Bendigo,Greater Bendigo
25,2,2009,60,VIC,Bendigo,Greater Bendigo
26,2,2009,66,VIC,Bendigo,Greater Bendigo
27,2,2009,40,VIC,Bendigo,Greater Bendigo
28,2,2009,54,VIC,Bendigo,Greater Bendigo
1,3,2009,63,VIC,Bendigo,Greater Bendigo
2,3,2009,63,VIC,Bendigo,Greater Bendigo
3,3,2009,40,VIC,Bendigo,Greater Bendigo
4,3,2009,69,VIC,Bendigo,Greater Bendigo
5,3,2009,71,VIC,Bendigo,Greater Bendigo
6,3,2009,66,VIC,Bendigo,Greater Bendigo
7,3,2009,65,VIC,Bendigo,Greater Bendigo
8,3,2009,69,VIC,Bendigo,Greater Bendigo
9,3,2009,53,VIC,Bendigo,Greater Bendigo
10,3,2009,57,VIC,Bendigo,Greater Bendigo
11,3,2009,83,VIC,Bendigo,Greater Bendigo
12,3,2009,97,VIC,Bendigo,Greater Bendigo
13,3,2009,85,VIC,Bendigo,Greater Bendigo
14,3,2009,78,VIC,Bendigo,Greater Bendigo
15,3,2009,79,VIC,Bendigo,Greater Bendigo
16,3,2009,86,VIC,Bendigo,Greater Bendigo
17,3,2009,63,VIC,Bendigo,Greater Bendigo
18,3,2009,78,VIC,Bendigo,Greater Bendigo
19,3,2009,49,VIC,Bendigo,Greater Bendigo
20,3,2009,54,VIC,Bendigo,Greater Bendigo
21,3,2009,40,VIC,Bendigo,Greater Bendigo
22,3,2009,34,VIC,Bendigo,Greater Bendigo
23,3,2009,76,VIC,Bendigo,Greater Bendigo
24,3,2009,69,VIC,Bendigo,Greater Bendigo
25,3,2009,55,VIC,Bendigo,Greater Bendigo
26,3,2009,88,VIC,Bendigo,Greater Bendigo
27,3,2009,59,VIC,Bendigo,Greater Bendigo
28,3,2009,79,VIC,Bendigo,Greater Bendigo
29,3,2009,42,VIC,Bendigo,Greater Bendigo
30,3,2009,64,VIC,Bendigo,Greater Bendigo
31,3,2009,62,VIC,Bendigo,Greater Bendigo
1,4,2009,57,VIC,Bendigo,Greater Bendigo
2,4,2009,57,VIC,Bendigo,Greater Bendigo
3,4,2009,65,VIC,Bendigo,Greater Bendigo
4,4,2009,75,VIC,Bendigo,Greater Bendigo
5,4,2009,59,VIC,Bendigo,Greater Bendigo
6,4,2009,48,VIC,Bendigo,Greater Bendigo
7,4,2009,54,VIC,Bendigo,Greater Bendigo
8,4,2009,65,VIC,Bendigo,Greater Bendigo
9,4,2009,64,VIC,Bendigo,Greater Bendigo
10,4,2009,49,VIC,Bendigo,Greater Bendigo
11,4,2009,68,VIC,Bendigo,Greater Bendigo
12,4,2009,72,VIC,Bendigo,Greater Bendigo
13,4,2009,46,VIC,Bendigo,Greater Bendigo
14,4,2009,38,VIC,Bendigo,Greater Bendigo
15,4,2009,61,VIC,Bendigo,Greater Bendigo
16,4,2009,57,VIC,Bendigo,Greater Bendigo
17,4,2009,72,VIC,Bendigo,Greater Bendigo
18,4,2009,63,VIC,Bendigo,Greater Bendigo
19,4,2009,66,VIC,Bendigo,Greater Bendigo
20,4,2009,58,VIC,Bendigo,Greater Bendigo
21,4,2009,50,VIC,Bendigo,Greater Bendigo
22,4,2009,55,VIC,Bendigo,Greater Bendigo
23,4,2009,63,VIC,Bendigo,Greater Bendigo
24,4,2009,90,VIC,Bendigo,Greater Bendigo
25,4,2009,94,VIC,Bendigo,Greater Bendigo
26,4,2009,79,VIC,Bendigo,Greater Bendigo
27,4,2009,81,VIC,Bendigo,Greater Bendigo
28,4,2009,77,VIC,Bendigo,Greater Bendigo
29,4,2009,66,VIC,Bendigo,Greater Bendigo
30,4,2009,61,VIC,Bendigo,Greater Bendigo
1,5,2009,67,VIC,Bendigo,Greater Bendigo
2,5,2009,72,VIC,Bendigo,Greater Bendigo
3,5,2009,78,VIC,Bendigo,Greater Bendigo
4,5,2009,74,VIC,Bendigo,Greater Bendigo
5,5,2009,71,VIC,Bendigo,Greater Bendigo
6,5,2009,82,VIC,Bendigo,Greater Bendigo
7,5,2009,69,VIC,Bendigo,Greater Bendigo
8,5,2009,71,VIC,Bendigo,Greater Bendigo
9,5,2009,74,VIC,Bendigo,Greater Bendigo
10,5,2009,72,VIC,Bendigo,Greater Bendigo
11,5,2009,79,VIC,Bendigo,Greater Bendigo
12,5,2009,74,VIC,Bendigo,Greater Bendigo
13,5,2009,72,VIC,Bendigo,Greater Bendigo
14,5,2009,83,VIC,Bendigo,Greater Bendigo
15,5,2009,92,VIC,Bendigo,Greater Bendigo
16,5,2009,72,VIC,Bendigo,Greater Bendigo
17,5,2009,76,VIC,Bendigo,Greater Bendigo
18,5,2009,78,VIC,Bendigo,Greater Bendigo
